street_name,crime_number,load_shedding_status
KEBBI,12,0
MAGOL,11,0
KOONAP,8,0
NOTWARI,4,1
MUNWA,9,0
OGUN,10,1
VET,2,0
CHARI,7,1
SUNDAY,17,0
KOBOMPO,16,0
KROKODIL,5,0
NOSSOB,5,0
PUNGUE,2,1
ONRUS,12,0
STEELPOORT,4,0
NUY,2,0
GILO,15,0
TANQUA,12,0
GENUBIE,16,0
BUSIRA,10,0
BOETSAP,6,0
DINDER,2,0
SENEGAL,9,0
NATA,6,0
VALS,2,0
HOMTINI,4,1
ALIMA,14,1
LOMA,12,0
LOBOMBO,9,0
MARO,14,0
UMBILO,6,1
TRARAS,13,0
UKUGURU,9,0
BARO,15,0
BARKA,16,0
MONO,16,0
KWANDO,6,0
KOSTER,4,0
HARTS,11,0
MAZOE,17,0
TAOGE,4,0
SAKRIVIER,9,1
TEEBUS,3,1
TANO,3,1
SOBAT,2,0
ATHI,5,1
CESS,5,0
ZEPPELIN,14,0
PICULET,11,0
BALTIMORE,7,0
CANVASBACK,15,0
MACAW,0,0
CHICKADEE,1,1
SHARI,14,0
KEY,6,0
BERTH,15,1
BIBANS,14,0
AHAGGAR,15,0
BONTE ,7,0
AKARATRA,4,0
BOBYPIEK,17,0
AMOUR,17,0
TINKERBIRD,9,0
CHAILLU,5,1
DAHRA,6,0
ATAKORA,14,0
ASBES,4,0
DIMLANG,4,0
NGONG,5,0
ANGAVO,6,0
DARFUR,5,1
LIMIET,9,0
AFADJATO,6,0
CHENOUA,2,0
SABINIO,5,0
SHERE,15,0
CEDER,1,0
BRAND ,1,0
YADE,8,0
NOUGA,10,1
PERDE,1,0
NTINGUI,5,0
NYIKA,7,0
ROGGE,2,0
RUNGWE,4,0
OJIHIPA,5,0
NJAZIDJA,5,1
SAHARA,11,0
WITZEN,8,0
SAHARA ATLAS,8,0
TULI,16,0
ZOMBA,2,0
WEDZA,13,1
TOROGBANI,1,0
STRYDPOORT,6,0
BONGOS,13,0
TITTERI,9,0
TONDOU,12,0
TIEMCEN,6,1
TSODILO,11,0
TOUSSORO,13,0
SELUNGWE,4,0
TSARIS,16,1
TINGA,7,0
TAMGAK,17,0
KROUMIRIE,3,0
HAWEKWA,7,0
KOMS,6,0
KORANNA,12,0
HODNA,8,0
IFORAS,9,0
BANI,10,0
IMATONG,15,1
KAMEROEN,3,0
DOWA,11,0
FOUNGOUTI,8,0
ERONGO,16,0
ELGON,10,0
GAMBAGA,1,0
HANTAMS,8,0
HANAM,10,1
GOTEL,12,0
HAINA,4,0
LAJUMA,3,0
SEMIEN,3,1
YSTERKROON,15,0
KWAHU,3,0
KSOUR,14,0
SANTA MINA,6,1
SNEEU,16,0
TAITA,16,0
ZOUTPANS,17,0
RUWENZORI,17,0
SITEKI,14,0
TSAU,7,0
TIRAS,6,0
SELINDA,10,1
MULANJE,6,0
NEMENCHA,16,0
ROSSINI,12,0
BIZET,8,0
KAAP MOUNT,17,0
KATANGA,12,0
INKABAVE,17,0
KADAM,3,0
INPUANGA,11,0
GASH,10,1
KARAS,1,0
KASIGAU,10,1
KARONJE,2,1
KIPENGERE,16,0
KHWEBE,17,0
KITUI,15,1
CHAMBI,8,1
SERALA,16,0
BADA,14,0
TIGRAY,8,0
GESSI,12,1
GUNA,17,0
PERSIAN,11,0
SARAH BAARTMAN,11,0
CORKTREE,16,0
DEVILWOOD,2,1
BUCKTHORN,6,0
PLANE TREE,9,0
HARLIQUIN,8,0
GOLDEN CHAIN,8,0
BLACK GUM,8,1
SHADBLOW,12,0
FRANKLINA,15,0
NECTARINE,3,1
LOCUST,7,0
POINTSETTIA,4,0
SAPELE,11,0
HORSESUGAR,7,0
BOUGANVILLA,12,1
WAXFLOWER,5,1
SNOWBELL,14,1
BUCKWHEAT,8,0
HACKBERRY,4,1
JUJUBA,4,0
MALEBERRY,13,0
STYRAX ,14,0
JACKTREE,12,1
MALBERRPU,7,0
STYRAX,16,0
SILVERBELL,14,0
RUBBER TREE,11,0
DOGWOOD,3,0
OWEN MADIKANE,8,0
WINTER HAZEL,12,0
SANDALHOUT,11,0
CHOKEBERRY,13,1
HOMEBEAM,6,0
SAFFLOWER,8,0
WHEEL TREE,10,1
GOOSEFOOT,13,0
RUSSIAN OLIVE,15,0
SPICE BUSH,15,0
GROOT,17,0
GOLDENRAIN,2,0
TUPELO,8,1
ALMUS,16,1
DOVE TREE,1,0
REDBUD,12,0
HOPTREE,4,1
MAFADI,9,0
IFAFA,11,0
MOUNT KENYA,1,0
TYUNE,13,0
GROEN,14,0
FIMI,14,0
OTI,16,0
AUB,16,1
KADUNA,14,0
SOKOTO,8,0
TURKWEL,1,0
GWAAI,8,0
PRU,1,1
SLANG,0,0
KEISI,4,1
KAGERA,16,0
GIRI,13,0
NJELELE,10,0
SKINNER,15,0
LOMELA,17,0
MODDER,8,0
PIVAAN,7,1
PENDE,1,0
SANDRIVIER,16,0
SENGWA,7,0
MARGUERITE,10,1
SPURGE,17,0
WITCHHAZEL,11,1
FOXTAIL LILPU,5,0
CONE FLOWER,4,0
LUVUA,2,0
VERLOREVLEI,12,0
FARNDON,6,0
ARCHER,4,0
EUSTOMA,2,0
SNEEZEWEED,4,0
KRINKHOUT,13,0
GEELMELKHOUT,1,0
WORMWOOD,10,0
MOUNTAINASH,2,0
TUBEROSE,3,0
SUGARBUSH,9,0
EMPRESS TREE,9,0
PUARROW,15,1
BROOM,15,0
TAZETTA,10,0
MUM,3,0
TANSPU,12,0
CHASTETREE,0,0
BOXELDER,6,0
WINGNUT,14,1
FILBERT,8,0
DILL,5,0
HAWTHORN,8,0
SWEETGUM,11,0
SMOKETREE,15,0
FRINGE TREE,12,1
CRABAPPLE,14,1
BLADDERNUT,3,1
ELDERBERRY,6,1
RED BAY,14,0
GINKO,11,0
SOUR GUM,3,0
PISTACHE,10,0
CHINABERRY,1,0
BUCKEPUE,13,0
TEERHOUT,0,0
SEKELBOS,4,1
LOURIEBOOM,14,0
SUMAC,12,1
CATALPA,7,0
SPARKLEBERRY,12,0
SANDELHOUT,8,1
AMITSA,15,0
AMISTA,6,1
SIBELUIS,8,0
KURKBOS,15,0
LOEWE,13,0
LULLY,13,0
GOLDMARK,4,0
BRUCKNER,15,0
COPLAND,8,0
IRELAND,1,1
BERIO,7,0
NOBLEMAN,16,0
FORTWORTH,9,0
WOLKBERG,8,0
IMPATI,11,0
SATIMA,15,1
EMPORIUM,11,0
FRIGATEBIRD,13,0
PHUKWI,13,0
NGAMI,3,0
PHOKOJE,12,0
RUSTENBURG,3,0
OLIVE,2,0
GROOT CONSTANTIA,2,0
CROFT,0,1
MOUNT PROSPECT,2,1
PAGASVLEI,2,0
ZOMERLUST,5,1
BALSILLIE,2,0
SUMMIT,2,0
MUSCAT,1,0
AIRLIE,2,0
SPAANSCHEMAT RIVER,2,0
CHANTECLER,4,0
THE CURZON,1,0
ESKOL,5,0
THE PADDOCKS,0,0
STRAWBERRY,3,0
DELINGHAM,2,0
KREUPELBOSCH,6,1
PRINSKASTEEL,4,1
LADIES MILE,2,0
SIMON VAN DER STEL,2,0
SOHLAND,3,0
KENDAL,5,0
WALLOON,2,0
CONMEAD,0,0
CASTLEVIEW,5,0
EDISON,3,0
NEWTON,4,0
STRATFORD,2,1
MOLINERA,3,0
MIRANDA,6,0
LADIES MILE ROAD SERVICE,6,1
DOCAV,5,0
GROOTBOSCH,3,1
CECILIA,1,1
CAMBIER,1,1
OLIVE SCHREINER,1,1
PURCELL,1,0
HUXLEY,0,0
ORLANDO,4,1
OLIVIA,0,0
OBERON,2,0
LADIES MILE SERVICE,5,0
WILLIAM FREDERICK,4,0
LYSANDER,5,0
LADIES MILE  SERVICE,3,0
VAN DER POEL,1,0
WALTERS,1,0
FULLER,0,0
VAN ZYL,1,1
DENEYS,2,0
LASSWADE,2,0
STRAWBERRY FIELDS,4,0
DALHAM,0,1
GINNETTA,3,1
RIDGEDALE,3,1
DUXBURY,1,0
FIREGROVE SERVICE,2,0
LADIES MILE SEVICE,4,1
DREYERSDAL,5,0
GREYTON,1,0
ORCHARD,4,0
FIRGROVE WAY SERVICE,3,1
CURIE,3,0
LONGUEVILLE,5,0
SWEET VALLEY,1,0
HIDDINGH NORTH,2,0
LA SCALA,0,1
HADFIELD,4,0
GLENWOOD,3,0
FAURE,5,1
DAUPHINE,2,1
THORNTON,2,0
GREENWICH,1,0
MYBURG,3,0
HANOVER,3,0
AVON,3,0
TINDALE,5,1
DUMINY,5,0
SEVERN,5,0
MARCONI,4,0
NOBEL,4,0
OAKRIDGE,3,1
CAXTON,3,0
BRIAR,5,0
HEATHER,4,1
BRAMBLE,3,0
BRACKEN,4,0
DARWIN,5,0
HOWARD,1,0
TELFORD,4,0
WREN,3,0
LISTER,2,0
RUTHERFORD,4,1
FLEMING,4,0
DALTON,4,0
SCHOOL SIDE,5,0
BARRIE ROSS,3,0
FARADAY,1,0
FARRADAY,6,0
BAIRD,4,1
FAIRBAIRN,5,0
HERMITAGE,1,1
TITANIA,6,0
HAYLETT,2,0
OWEN,4,0
LINDSAY,0,0
KENDAL ROAD SERVICE,3,0
OLD KENDAL,3,0
HILLCREST,2,0
BARLINKA,3,1
WALTHAM,1,1
ALMERIA,5,0
FRANS DRUIF,2,1
DE KOCK,2,0
WODEHOUSE,0,1
WEBSTER,1,0
ABBOTSFORD,0,0
BURGUNDY,2,0
WAVERLEY,4,1
FRANCIS,2,0
RIESLING,1,0
WELTEVREDEN,1,0
HOFFMAN,1,1
LONG,2,0
SCHOONVRUCHT,3,0
ARNOLD,3,0
OAK FARM,2,0
TOWNSEND,2,0
LUCIUS,4,1
MARTIUS,5,1
H L DE VILLIERS,3,0
ANETTE,4,0
QUINTUS,5,0
TITUS,5,0
THYME,1,0
AZALEA,6,0
SURING,5,0
BIRMINGHAM,6,0
FIRTREE,2,0
VIOOLTJIE,5,0
MELROSE PLACE,2,0
WISTERIA,4,1
ANNANDALE,6,0
ENCHOR,1,0
DIANA,6,0
LAWRENCE,2,0
PETREA,5,0
BLACKWOOD,3,1
HILMAR,1,1
ANNVON,5,0
BRONNIES,2,0
GREENFIELD,1,0
RUCHILL,3,1
GROVENOR,2,0
SCHAAY,3,0
DE WAAL,1,0
PADDINGTON,1,1
MARSTON,4,0
LUTON,1,0
AVONDALE,2,1
ADELE,3,0
BIRKENHEAD,4,0
MASSINGER,3,0
JANNI,2,0
TRENT,4,0
IAN TAYLOR,2,0
ROUEN,2,1
HAMILTON,3,0
HANCOCK,0,0
ATHERSTONE,3,0
EDGEWARE,3,0
MILE END NORTH,5,0
FAIRDALE,1,0
CORONATION,4,1
PRINCE,5,1
PINEHILL,6,0
SELBY,0,0
MELVILLE,1,0
FERGUSON,0,0
HARRIES,1,0
PITT,0,0
MEYER,2,0
PRINCESS VLEI,6,0
VILLAGE GREEN,3,0
RORKE,2,0
SMITH,2,0
WOODGATE,0,0
DRAGOON,3,0
BUTE,2,0
ROSS,2,0
DOUGLAS,2,0
KENT,1,0
GORAN,1,1
MORTLAKE,0,0
HERTFORD,2,0
ESSEX,6,0
TARLEY,3,0
TYRONE,1,0
MISSION,3,1
BATTS,4,1
TAUNTON,4,0
HALIFAX,4,0
SYDNEY,1,0
FROME,3,0
TYNE,2,0
DUIF,4,1
BRUYNS,4,1
BRISTOL,1,0
WYNBERG,2,1
CASTLETOWN,5,0
ROCKLEY,5,1
LESTER,5,1
MALTON,4,0
KEMMS,4,0
SHERAD,2,0
STILTON,2,0
STRANTON,1,0
EXETER,5,1
CONSTANTIA,5,0
BEGA,0,0
CLARE,0,1
BERRY,4,0
FORBES,5,0
HONITON,5,0
ASHBURY,4,0
BRAMPTON,3,0
SIDBURY,1,0
PLYMPTON,4,0
TOPSHAM,3,0
SILVERTON,5,0
TIVERTON,2,0
STELLA,2,0
CHEDDAR,1,0
ABBEY,4,0
EDEN,5,0
TROOP,3,0
PLATOON,1,0
EXMOUTH,5,0
HOLMDENE,4,1
TRENTHAM,5,0
SAWLE,5,0
YVONNE,0,1
OPHIR,5,0
AINSLIE,5,0
PALATINE,2,1
FIRFIELD,6,0
MORPETH,2,0
THIRLMERE,4,0
DELANEY,2,0
TWINE,6,0
GARDEN,2,0
BARNETT,4,0
MARKET,2,0
WEMBLEY,5,1
ATHLONE,0,0
MEYRICK,2,1
DALEGARTH,3,0
GABRIEL,5,0
GRAY,4,0
YUDELMANS,3,0
TIMOUR HALL,2,0
THORNBURY,3,0
CULM,5,0
KIRKWOOD,0,0
HUMBERSTONE,3,0
LIDFORD,4,1
DAWLISH,1,0
BRENT,3,0
HEMYOCK,3,0
MORTON,2,0
DESSIE,5,0
TOBRUK,3,0
DAN PIENAAR,0,0
BLENHEIM,5,0
WATERBURY,6,0
KNUTSFORD,2,0
WELLINGTON,2,0
BARDIA,5,0
PENHURST,4,0
CARNARVON,1,0
STUDENTS,5,0
DOORDRIFT,2,0
ST JOSEPHS,3,1
DOORDRIFT VILLAGE,6,1
ST  JOANS,0,1
ST  CATHERINE,0,0
ST CATHERINE,2,0
ST JOANS,4,0
WALSALL,2,0
ST  MARY,0,0
ST  CLAIR,2,0
BURNHAM,3,1
STAINES,5,1
RIVERS END,1,1
ADELAIDE,6,0
GRAPE,5,1
PEAR,2,0
APRICOT,5,0
CHATEAU,2,0
BLACKWELL,4,0
LOCHNER,3,0
THE SADDLE,3,1
PETRICIA,1,0
RICA LOUW,1,1
CHARLES,6,0
CONSTANTIA GLEN,1,0
WOODLANDS,3,1
VAN RYN,5,1
ANGUS,2,0
JANET,3,0
IAN,2,0
ANNI,4,0
KEN,3,0
INNESFREE,1,0
EVEREST,3,0
VAN BREDA,3,0
HAUPTVILLE,5,0
MIDHURST,6,0
CONSTANTIA MAIN,5,0
ALPHEN HILL,3,0
THORNE,2,1
MONTLEY,2,0
DALZIEL,1,0
DENBIGH,4,0
VERNON,1,0
THORNWICK,0,0
BRAEFIELD,3,0
COURT TOWN,4,0
CONSTANTIA VIEW,3,1
BERWICK,2,0
LINDLEY,5,0
BOWER,3,0
FAIRVIEW,6,0
WHITBY,5,1
SEAVIEW,0,0
PROSPECT HILL,6,0
CRESCENT,6,0
ORIENT,0,0
SILVERLEA,2,0
SYLVAN,2,0
WATERLOO,2,0
WOLFE,3,0
LONSDALE,5,1
RIEBEEK,5,0
MOORE,3,0
PIERS,1,1
DEVONSHIRE,5,0
MORTIMER,2,0
VRIEDENHOF,2,1
KENHART,1,0
LEON,3,0
WILSON,2,0
LANGLEY,5,0
TENBY,3,1
EBOR,5,0
COGILL,4,0
BENJAMIN,1,0
EGGLESTONE,1,1
GLAREN,4,0
LIPTON,2,0
LOWER PIERS,6,1
SANDHURST,4,1
ALPHEN MEWS,1,0
THE VALLEY,6,0
SOUTHERN CROSS,0,1
PARISH,5,0
TIFFANY,0,1
WYCOMBE,2,0
HIGH WYCOMBE,2,0
WILLOWBROOKE,5,0
PIN OAK,1,1
SPAARMAN,1,0
RUST EN VREDE,4,0
COOPERS,5,0
SCHILPADVLEI,6,0
ALGOA,4,0
GILDALE,1,1
WITHYCOMBE,1,0
TORTUGA,1,0
BARBARY,5,0
NIRVANA,0,0
CUMBERLAND,3,0
SHIRAZ CRESCENT,4,0
CABERNET CIRCLE,3,0
CUMBERLAND PLACE,2,0
RODERICK,5,0
SILLERY PRIVATE ESTATE,1,0
ALBRECHT,1,0
DUCKITT,2,1
MARGARET,2,0
THATCHER,3,0
BANNERMAN,6,0
PINEHURST,3,0
DALE,5,0
NAHOON FARM,6,0
NAHOON,1,0
URMARAH,5,0
LORET,3,1
MORGENZON,4,0
MICHAEL STORER,2,0
GILMOUR,5,0
DE WILDE GANS,0,0
"""OWL'S REST""",2,0
DIE EIKE,2,0
"""AUGUSTA'S""",3,1
HIGH CONSTANTIA,2,1
SCHOENSTATT,2,0
WELGELEGEN,4,0
SILVER GANG,4,0
MANOR HOUSE,5,0
BLOMMENWERF,6,0
OLD FARM,1,0
OLD COTTAGE,5,1
OU WINGERD,2,1
GANTOUW,3,0
DOMIRA,5,0
"""FRANCOLIN'S""",5,0
BROUNGER,0,1
EXWIN,3,0
BONNYRIGG,3,0
BELLE CONSTANTIA,1,0
LAVALLEE,4,0
KLAPROOS,4,1
ALNWICK,4,0
PINELAW,2,0
MILE END ,5,0
HAYRO,5,0
KENNETH,4,1
CRANMERE,2,0
EL ALAMEIN,1,0
LIONEL,5,0
LIONEL MEWS,3,0
GLENDYRR,5,0
STRAALEN,2,1
FOWES,5,0
THORNWICK TERRACE,1,1
BRIAN MANSERGH ,4,0
GOSPORT,0,0
MILBANK,4,1
SHIPLAKE,2,0
MITCHAM,6,0
SONDAGSFONTEIN,2,0
VRYMANSFONTEIN,1,0
VISSERSHOK,6,1
CONTERMANSKLOOF,8,0
MALANSHOOGTE,0,0
WESTERDALE,6,1
RENOSTERVELD,3,0
CAMDEBOO ,7,0
ZEEKOEVLEI,1,0
DJUMA,1,0
CLARA ANNA FONTEIN,7,0
INYATI,8,0
ROOIVALK,3,0
MADIKWE,4,0
SHAMWARI,4,0
GLENEAGLES,1,1
QUANTUM,3,0
DURVALE,4,0
MUISVOEL,3,0
TULIP CLOSE 1-8,8,0
TULIP CLOSE 9-17,6,0
BARBET,1,0
SPARROWHAWK,6,1
KOLGANS,5,0
IMMERZICHT,7,0
MOSSELBANKRIVER,5,0
DORSTBERG,7,0
VERGESIG,6,0
FRANCIS ALBERT,1,0
HERTA ERNA,3,0
KOEDOE,4,0
SCHOONGEZIGT,1,0
WESTERKIM,3,0
ST LUCIA,1,0
MARBELLA,4,0
NAGUIL,3,0
UITKAMP,3,0
ARUM CLOSE,3,0
AFSAAL,7,0
CONNOISSEUR,8,0
VERITAS,1,0
HERON PLACE,1,0
VICTORIA HAMLET,3,0
BARCELONA,4,0
BOEKETTE,1,0
BOSCHENVALE,1,0
WEIJLANDZICHT,8,0
CHARLESVILLE,4,0
ULUSABA,5,1
DU VILLE,7,0
FALCONS CREST,4,0
ANDANTE,2,0
MEERENBOSCH,4,0
FONTENAY,7,0
MON REPO,5,0
AZILLE,5,0
WILLOW WOOD,6,1
SKILPADVLEI,2,0
COUNTRY,8,0
ST BLAIZE,1,1
PLATAAN,8,0
COPROSMA,8,0
VERONA VILLAS,0,0
SCHUS,8,0
PAMPOENKRAAL,8,0
THE CRESCENT,8,0
SCHER,6,1
VILLAGE CORNER,0,0
SQUIER,8,1
BECK,3,0
LA VERONA ESTATE,8,1
ONZE MOLEN,0,0
MEELTOU,7,0
SAVANNA,5,0
CREEK,6,0
JAMES WALTON,6,0
HOOG,2,0
BLESBOK,7,0
HODGSON,6,0
RIETBOK,4,0
RUSTIG,4,1
EAST MASCALLS,1,0
VENTER,2,0
KAPENHOEK,5,0
"""L'AQUILA""",2,1
WIGAN,5,1
BELVEDERE MEWS,3,0
BOSBOK,6,0
PARC DU MONT,7,0
"""LILLY'S HILL""",6,0
WAIROA,8,0
DAWSON,3,1
BOSHOFF,5,0
ODENDAAL,8,0
LAPALALA,4,0
SODWANA,1,0
ASSEGAAIBOSCH,1,1
GAMKABERG,5,0
GREYLING,5,1
WALKER,8,0
PATTERSON,5,0
COOPER,5,0
HEWITT,0,0
CHATELAINE,7,0
GROBLER,7,0
KRIEL,6,0
NEWMAN,6,0
FIVAZ,2,1
CARTIER,7,0
THATCHERS,0,0
KYLAH,1,0
DIE ANKER,2,1
NOUVEAU,1,0
ROSENHEIM,7,0
GRIEVE,0,0
TEMPLEMAN,4,0
BOUCHER,4,1
BOREHAM,3,0
DURBANVILLE AVENUE SERVICE,0,0
BENURBAN,8,1
MORESON,5,0
VALMAR,4,1
VYGEBOOM,4,0
THE HILLS,2,0
OUTENIQUA,4,1
WITZENBERG,8,0
ST JOHNS WOOD,4,0
SUMMERWOOD  ,4,1
BERRIEDALE,8,0
ROCKTREE,7,0
MARIETE,4,0
HANEPOOT,8,0
BARBAROSSA,6,0
NEW CROSS,6,0
DALSIG,1,0
LANDSKRON,6,0
MILLS,7,0
LINDENBERG,6,0
VAN DER WESTHUIZEN,3,0
LUCKHOFF,0,0
RODGER,2,0
CHURCH GATE,1,0
VAN DER BYL,7,0
BOROK,4,0
TOKAY,7,1
PIET- MY- VROU,4,0
CHARLES PARK,3,0
DURBANVILLE COUNTRY ESTATE,7,1
KRISANT,2,0
CATHERINE,4,0
NUWE BEGIN,8,0
BACHSLOT VILLAS,6,0
LA MERCI II,8,0
SHERWOOD CLOSE,1,0
LA MERCI ,6,0
CHOPIN,8,0
DAYSPRING,2,0
OFFENBACH,6,0
COUNTRY PLACES,2,0
CEDARWOOD,7,0
EMMAUS,1,0
PLOCKTON,6,1
CHANDLER,6,1
THATCHWOOD,4,0
ALBOURNE,1,0
KENJOCKITY,7,0
WILD ROSE,1,0
HILDESHEIM,6,0
LOIRE,6,1
AMADEUS,3,1
SONNEWEELDE,6,0
GOEDEMOED,0,0
SUNI,8,0
BONSMARA,0,0
BATIS,8,0
ELDORADO,5,0
MERRY ROCKS,1,1
FAIRTREES ,7,0
LYNWOOD GRANGE,5,1
VILLAGIO,4,0
HARTEBEES,4,0
GIRAFFE,2,1
WATERBOK,0,1
TINKTINKIE,5,0
CLARKIA,1,0
LUBBE,6,1
PORTULACA,7,0
PRIMULA,5,1
CYCLAMEN,0,0
KEILSTERT,3,0
RIETHAAN,6,1
FLUWEELTJIE DEVELOPMENT,0,0
LORDS,4,0
VIOGNIER,8,1
ADD VAN DER BYL,7,1
LYNWOOD,4,1
KOKKEWIET,3,1
PARKIET,2,0
HAFELE,6,0
SPORT,6,0
NEWHAVEN,4,0
KRISTIE,3,0
CHENOWETH,7,0
SPREEU,9,1
HIBISCUS PARK,3,0
AMALFI,7,1
DE KEUR,5,0
BETHEN,2,0
TRISTAN,1,0
VIERLANDEN,5,0
RUITERSHOOGTE,8,0
TIEKIEDRAAI,6,0
DE KEUR ESTATE,3,0
NUTANS PALMS,3,0
NUTANS,1,0
TOTTUM,8,0
DE TYGER,4,1
ORIBIE,8,0
SOMERTON,7,0
FAR HILLS,3,0
COETZER,8,0
TESTER,2,1
STUIWER,2,0
ALTYDBOS,5,0
MUNT,3,1
VIERLANDEN ESTATE,8,0
DAALDER,5,0
SHILLING,8,0
OBOL,1,0
GULDEN,5,1
DURMONTE,1,0
HERMON,8,0
DE DAM,7,0
OORTJIE,7,1
TRIPPENS,1,0
GREENHURST,5,1
CHANE,8,1
HAMPTON GATE,1,0
SILVER MIST ESTATE,5,0
MORAEA,4,0
WALLOTA,2,0
KAPOKBERG,5,0
GRAANENHOF,7,0
MEUL,6,0
LE DOMAINE,6,0
BRUT,4,0
DEMI-SEC,2,0
SPUMANTE,6,0
PEBBLE BROOK,1,0
LA CONSTANCE,4,0
VIN DOUX,5,0
SOUTRIVIER,3,1
DORINGRIVIER,6,0
GOURITSRIVIER,1,0
SLANGHOEKRIVIER,2,0
FARRO,1,0
WIT ELS ,3,0
TANKA,1,0
GRANO,0,0
OLIFANTSRIVIER,3,0
HAWER,0,0
SONDAGSRIVIER,4,0
SANDRIVIER ,4,1
BARLEY,6,0
GARS,2,0
VIA ROMA,5,0
VIA BENEDETT,4,0
BUFFELSRIVIER,5,0
BREERIVIER,6,1
SANDRIF,8,0
KRUISRIVIER,5,0
RAEL,5,0
CADIZ,0,0
VILLA CIAMBRI,1,0
SKAPENBERG,1,0
VLAEBERG,8,0
VILLA D ESTE,1,0
MONTAGE,0,0
JOOSTENBERG,4,0
TIMBAVATI,1,0
SERANGETTI,3,0
GRAANENZICHT,4,0
STORMSRIVIER,5,0
KORING AKKER,7,0
PHESANTE,0,0
GRAANEN AKKER,7,1
THE CREST,4,0
CREST VIEW,8,0
ROBSEND,1,0
CASA BELLO,3,0
KWAGGA,5,1
SERVAL,4,0
ZANDKLOOF,8,0
ZEBRA,0,0
NJALA,7,0
VIA SAN MARCO,5,0
ZANDKLOOF PARK,0,0
BONTEBOK,1,0
TERRACE DU`VILLE,1,0
PARKZICHT,6,0
UITZICHT HEIGHTS,5,0
MARTHAS VINEYARD,4,0
CARISBROOKE,6,1
RIBBOK,7,0
GAZELLE,6,0
ARIEGE,2,0
COREZZE,7,1
VAUCLUSE,4,0
FINISTERE,6,0
DORDOGNE,1,0
ALLIER,5,1
VIA TOSCANA,0,0
VIA MILANO,5,0
VILLA SONDRIO,6,0
VIA VALTELLINA,7,0
VIA DELLA ROSA,7,0
VIA VENETO,7,0
ZONNEWEELDE,1,0
VIA FIRENZE,3,1
GIRONDE,1,0
VIENNE,5,0
OLIVE CLOSE,7,0
WHISTLETREE,2,0
MAYVILLE,9,0
TWOFOLD,8,0
PIAZZA,2,0
YELLOWWOOD CLOSE,6,0
TROUVILLE,7,0
BREST,7,0
BAYONNE,5,0
DINARD,5,0
JURA,0,1
MAYENNE,5,0
ARDECHE,4,0
ESSONNE,2,0
HERAULT,5,0
CHARENTE,4,1
STOCKHOLM,2,1
JACQUES,8,0
HELLA,3,0
RICHTER,5,1
VIERLANDEN VILLAS,1,0
SPORRIE,7,0
VILLA CLASSICA,5,1
RONDEBOSSIEBERG,3,0
BON AMIS,2,0
VERLORENVLEI,1,0
VERLORENVLEI ,6,0
KAPAMA,3,1
TEN BELLS COUNTRY ESTATE,5,0
CARNATION CLOSE,8,0
NEETHLINGSRUS,1,0
NAPA VALLEY,3,0
MALAMALA,8,1
LONDOLOZI,5,0
TSWALA,4,1
ODENDAAL ,2,0
"""C'EST LA VIE""",1,0
WEYERS,0,0
VILLA MALINDA,9,0
MIRIAM VILLAS,1,0
LELANI,5,0
CONTENTO VILLAS,3,0
OUDEWERF,2,1
COBBLE STONES,7,0
LILIE,3,0
CASA MIA,7,0
PARK VIEW,4,0
BERGSICHT,4,0
EDELWEISE,5,0
OLYFHOUT,7,0
RUE DES BENIR,5,0
FOURLAND,5,0
VIA NAZIONALE,3,0
YONNE,4,0
SIROCCO,2,0
CALVADOS,3,1
VINO ESTATE,4,0
BONTERRE,5,0
EMERALD PLACE,4,0
CARNAC,3,0
HONFLEUR,8,0
HONFELUR,7,0
AUTUMN WOOD,0,0
OMIDRAAI,4,0
MARAKELE,5,1
MARNE ,4,0
HOMESTEAD ,4,1
WOODS END,1,0
SILVEROAK,2,0
ARIXOMA,8,1
AGRIC,7,1
TECHNO,1,1
CABLE,5,1
BERTIE,2,0
PARK ,6,0
NOURSE,5,0
LOSACK,2,0
MOORSOM,6,0
CHRISTIAN,4,1
DACRES,8,0
ELLIOT,2,0
FITZMAURICE,3,0
GOODENOUGH,0,1
HOBHOUSE,8,1
LOUIS BOTHA,4,0
MARTIN ADAMS,8,0
PRESIDENT BRAND,9,0
SIR GEORGE GRAY,7,0
JAN VAN RIEBEECK,7,0
SHOWGROUND,5,0
BIGGAR,6,1
GRENS,4,0
PRINCESS MARGARET,8,1
TEXEL,3,0
CATHCART,3,0
PRESIDENT REITZ,6,0
ALBANY,1,1
SANTA CRUZ,8,1
BATAVIA,3,0
VAN KEMP,5,1
PRINCESS ELIZABETH,3,0
COLESBURG,8,1
CRADOCK,7,0
PAARL,1,0
MALMESBURY,7,0
PEARSTON,1,0
MEIRING,7,1
COGMAN,5,0
WEATHERLY,5,0
KING GEORGE,2,0
LOUIS TRICHARDT,1,0
SALDANHA,5,0
WAVEREN,3,1
VEREENIGING,4,0
CULEMBORG,4,1
HAARLEM,3,0
DAVID BAIRD,6,0
DROMEDARIS,1,1
CECIL RHODES,8,0
SIR JOHN CRADOCK,6,1
BAYSIDE,1,0
HADLEY,9,0
EPPING,4,1
SHEPSTONE,8,0
ELPHINSTONE,1,0
ELSIES RIVER HALT,2,1
9TH,2,0
SMALL,3,0
11TH,7,0
13TH,7,0
BOWLER,6,0
AVONWOOD,2,0
DUNDAS,5,1
SAINT BLAIZE,0,0
PIET JOUBERT,1,0
