STR_NAME,STR_LONG,STR_LAT
MORGAN,18.60321840413662,-33.94432917133634
DE LA REY,18.604209444376597,-33.944895818463806
COMMERCE,18.607135001388013,-33.94594645734226
BOSLELIE,18.60816256646765,-33.94952881003067
ACANTHUS,18.60816256646765,-33.94952881003067
KINGSBURY,18.608022781846827,-33.94766895771519
BELLEDONNA,18.61056846636445,-33.9459618736699
BERZELIA,18.610752850527188,-33.94663860433832
GRAS KLOKKIE,18.613278922479246,-33.946037839573215
ARCTOTIS,18.615063892700274,-33.94395432693103
BLOULELIE,18.614282191796114,-33.94401498764037
KATJIEPIERING,18.612332177285744,-33.942347790560525
JAPONIKA,18.61115533159632,-33.94172202232931
BOEGOE,18.610327989989507,-33.94199888153545
REUBEN KAYE,18.605880405534183,-33.94136942912926
GODETIA,18.60242396821941,-33.93805194813512
RADNOR,18.603854012868947,-33.93473215656593
KANNA,18.601074580306765,-33.93179996313925
KOSMOS,18.601074580306765,-33.93179996313925
LAVENTEL,18.600410700560314,-33.931642296109615
KRISANTE,18.600331385698038,-33.93125663341436
LUPINE,18.59818679848889,-33.93203624143363
47TH,18.594218345111145,-33.936049291070766
BOLT,18.59329726087203,-33.93620555283398
DECK,18.593187233573197,-33.93571096949586
ANCHOR,18.592822516246788,-33.93627908145912
BOLSTER,18.592511969321603,-33.93741777065457
DIBBER,18.59276708792407,-33.93853876791122
MALLET,18.59479947512001,-33.938633372531925
FABRIEK,18.59382934363016,-33.9385972431696
42ND,18.5943263350287,-33.93950630028916
HARDY,18.59487505057471,-33.93918806318943
JARVIS,18.59541008514855,-33.939108684721916
MANDREL,18.59533729216873,-33.937850808625186
STILLSON,18.59523695493085,-33.93743126647302
APPELDOORN,18.59754133552515,-33.9393906367289
TIGER VALLEY,18.597514501427998,-33.94323107306237
GIMLET,18.59350718015607,-33.93930526162765
CRAIG,18.591912766114554,-33.93925040308854
40TH,18.590582239832333,-33.93755336038901
NESTOR,18.59020432219803,-33.93852350354757
JASON,18.58990212447516,-33.938114554266086
ATHENA,18.589334275177144,-33.93865358049477
MIDAS,18.589334275177144,-33.93865358049477
PAN,18.589797276729197,-33.93902475274237
JUSTIN,18.58746142317603,-33.940804234026714
MELTON,18.589616127601822,-33.941093162539495
CLARKES,18.59064220000466,-33.94134224555991
DUNE,18.590195213133786,-33.943923644762776
STRAUSS,18.588296372070054,-33.94226299972916
MOZART,18.587656529421963,-33.94188672395732
THIRTEENTH,18.585498599954906,-33.943867353078794
ADRIAANSE,18.584289732131747,-33.942344198114554
BARIS,18.584650490982302,-33.93931176404656
ST ALBAN,18.583168996560257,-33.93979133037439
FORTIETH,18.586237583670204,-33.9375478523421
ST DOMINIC,18.586237583670204,-33.9375478523421
ORPHEUS,18.588912516040672,-33.93883924089462
ICARUS,18.588450645923132,-33.93834636336192
HELLENIC,18.58904679713095,-33.93736568512699
MEDUSA,18.589806909452783,-33.93771530846632
ELECTRA,18.590392894849977,-33.93670754464303
39TH,18.588745980065692,-33.93601914455659
ARION,18.58885515335554,-33.93650633639526
EROS,18.588949909464027,-33.93693262647313
DELPHI,18.588172808370132,-33.937058498034425
SEBOA,18.58493085117323,-33.93665995336282
RICHARD ALLEN,18.58493085117323,-33.93665995336282
THIRTY FOURTH,18.585488028359357,-33.93475509073996
GALLOWAY,18.58595481857642,-33.933598192659076
GUERNSLEY,18.585565551526074,-33.93342108423097
TURINGA,18.585121529221173,-33.93298234601083
FONTUIN,18.58524271594705,-33.932347174041425
JONAH,18.58303261295955,-33.93364242369574
CHARLES GOLDING,18.583973390466095,-33.931725342450015
SPRINGBOW,18.583153421692572,-33.93042436289788
CARROWMORE,18.586390177176288,-33.930617837574054
BOFIN,18.586826890477827,-33.93044125106929
BODERA,18.58655724304091,-33.93084828943376
LOWER FAURE,18.585910645428886,-33.93167832857101
MELVIN,18.586939598087366,-33.93258953012483
CARRA,18.586939598087366,-33.93258953012483
SWINFORD,18.587889389145772,-33.932126169581856
BELTRA,18.587182615091578,-33.93120198520966
BARNA,18.587645630894148,-33.93111112951208
BUNDORAN,18.587522382783007,-33.9304954208065
BELACRE,18.58814930962681,-33.93039158817842
DONEGAL,18.588946596075175,-33.930261277050064
BURREN,18.5883747298852,-33.93135247504924
FEALE,18.59027911828062,-33.93185016163675
ANNONDALE,18.589167442740198,-33.9335278154505
PLATO,18.591291467265307,-33.93673757658961
ZEUS,18.59132544185626,-33.93630495402597
THEBUS,18.5912962251475,-33.93617188106685
JOHN SAUNDERS,18.594386451201594,-33.934196475049184
DR STEPHEN ARENDSE,18.59425720552461,-33.933648369215824
EURECON,18.593752032405604,-33.931341033149074
PANSY,18.59503280379323,-33.93182081044848
WIL NERO,18.59382395520737,-33.932411840450776
MALVA,18.595505335097645,-33.93161501198935
SALIE,18.597735917097864,-33.92950146160516
WEBNER,18.59458202756555,-33.92802838087634
CRAVENBY,18.591899741438002,-33.928943592439296
KALUSTA,18.5915025587375,-33.92496651366658
RATNAGIRI,18.591402750283226,-33.924012810808584
GOOLAM,18.588655359811153,-33.92584730052534
RAMPHAL SINGH,18.588281479159797,-33.92733358082739
FERGUS,18.589542975324925,-33.928678822479526
DEEL,18.589542975324925,-33.928678822479526
MOY,18.590011806496452,-33.92890576755127
MAINE,18.59017051239124,-33.929618506781246
LAUNE,18.589216988718928,-33.92926823952087
CLIFFONEY,18.5881915244442,-33.92941807498398
CARNEY,18.58786947563055,-33.929883541694004
CULLIN,18.587375523834545,-33.92955057246308
BOYLE,18.587773592078246,-33.92913269291904
CONN,18.5860339698353,-33.92834928595357
BALLINA,18.586084238420575,-33.92889037458524
MIRACLE,18.58640779772317,-33.92652493784223
VALLEI,18.58640779772317,-33.92652493784223
HUSAMI,18.58492283302194,-33.92355389703043
RANEE,18.587915334011996,-33.922135015796314
CARINUS,18.585539466904653,-33.92134496248785
RAJAH,18.585698713271686,-33.92265046844865
FRANCIE VAN ZIJL,18.583460599396368,-33.92175490811058
SELSDON,18.584960544047025,-33.91843105791983
BRENTFORD,18.583451102635497,-33.918640076284056
BEACON,18.583181545781517,-33.91685638032712
VAN DER SPUY,18.584572883343753,-33.91726902543134
VAN DER STEL,18.585383588589142,-33.91695622027299
GLENHURST,18.586409952504887,-33.918224073202566
RISSIK,18.58890661802016,-33.917126406092656
VILLA RIANA,18.588355270576933,-33.91720673661987
TAYLOR,18.590411889018224,-33.917013614874634
ERNEST PARK,18.589844524070383,-33.91796922146838
PAMAVILLE,18.590137839231506,-33.9183279988826
TREDOUX,18.590965063783617,-33.91971780207259
BANGALORE,18.59056654510842,-33.92148573956469
PRINSLOO,18.59227837405693,-33.91863923373848
VLOK,18.594427819798778,-33.91805239970454
CHRISTIAANS,18.596696680899747,-33.918003504335594
LINDEN - WEST,18.596964442336713,-33.91926427563875
MORNAY - WEST,18.597217714420882,-33.920457383615165
NORTHWAY - WEST,18.598187228367365,-33.9216032455243
OVERDALE - WEST,18.598452553956495,-33.922836958998204
RAVENSMEAD - WEST,18.598241230323335,-33.92541916454069
SILO,18.598350283582953,-33.92598658509814
SANDHURST - WEST,18.59848628910484,-33.9266415419985
MAMRE,18.599320189910813,-33.92923616685587
STROEBEL,18.604672415516458,-33.925728468695425
RAVENSMEAD,18.604419076437527,-33.92452410712757
OVERDALE - EAST,18.603899096121378,-33.92204997779449
NORTHWAY - EAST,18.603641016373114,-33.92082306049989
EDGAR BULLOCK,18.601019744830598,-33.92184910726393
LINDEN - EAST,18.603122238062905,-33.91835569189888
MORNAY - EAST,18.60338072420539,-33.91958486606345
DARBY,18.608381642053597,-33.921953875582794
PARKDENE,18.60912369905616,-33.92004047126284
ACKERS,18.610081442533268,-33.92048075174319
SOLOMON,18.612110744958752,-33.919614924612446
INDUSTRIA RING,18.61354718278178,-33.918127399316404
DORWIL PRAG,18.61578580496687,-33.91780308893418
DAWID VAN VUUREN,18.61524812039925,-33.91788029393774
NICO DIRK,18.614511321455154,-33.917988427977036
STOKER,18.61423993167476,-33.921963349684006
GARRETT,18.614614782483372,-33.92800931216324
PARIN,18.608114807797755,-33.92982792737204
MC BEUKES,18.610089995580303,-33.92600943974724
TEKSTIEL,18.606449745907977,-33.930072792692506
BEREA,18.60335629272971,-33.92852025348416
CONCORDIA,18.602178175583862,-33.92885101210863
JAPONICA,18.601940976312846,-33.92985545532069
BEAUFORT,18.601115645290932,-33.92895379176802
PELLA,18.600630182305782,-33.9296190663466
SARON,18.600830583424614,-33.930570833654855
KAMBRO,18.60169279628578,-33.93170730351738
CRADICK,18.60721674907925,-33.93377603546648
KOETS,18.612940880227363,-33.931702604498625
TRANS KAROO,18.612714602693007,-33.93600671387627
WISTARIA,18.61402609284407,-33.94062442474191
HOMERIA,18.614584869982906,-33.94127527840889
ORGIDEE,18.61793736345568,-33.94126318903557
AALWYN,18.617069674032564,-33.93876775625098
WATERBOOM,18.618582156059507,-33.938569606058486
TRANS ORANJE,18.61621976596792,-33.92457947856407
MODDERDAM NORTH SOUTH,18.631637386292336,-33.922034647008246
TRANSNET PARK,18.631613966295323,-33.92208953550635
SYMPHONY,18.631339489872783,-33.92646930842872
MODDERDAM,18.631339489872783,-33.92646930842872
PENTECH SERVICE,18.633681977123697,-33.92837982294442
SYMPHONY PARK,18.63386328673721,-33.92813635646646
KIRKIA,18.633985053535486,-33.92368244056006
CROTON,18.633826640332863,-33.92413273740602
DORBYL,18.63807691440153,-33.92540519755539
UNIE,18.639694110731348,-33.92292395521768
TULP,18.63927846230518,-33.92242238613475
PRINS,18.63634599424909,-33.920624213155484
BURKEA,18.63640623692771,-33.92069876772883
TIPU,18.63436603743119,-33.92206531581555
CELTIS,18.634044779101075,-33.92334679604745
SALIX,18.633571743497534,-33.92339948164716
ULMUS,18.63574474568807,-33.92054355194977
OOP,18.635835200558226,-33.91999839016806
JOOL,18.63596246461539,-33.916696889521155
OCTOVALE,18.63841241004269,-33.917362227349656
INDUSTRIE,18.640710433335375,-33.91690015440006
ALIBAMA,18.639668655615964,-33.91877230691283
RAAP,18.638431245202504,-33.92142821218166
ARMADE,18.63965244529861,-33.92136417616827
SERING,18.63886290792772,-33.92192532344829
BINNE,18.64202685001177,-33.921952591452126
ISCOR,18.642011610055764,-33.920244136158814
MARVELLO,18.64350753272514,-33.92032059817359
WILLIAM HARTEL,18.641742783096877,-33.919233633714924
ERASMUS,18.641595074187556,-33.91866298222366
NEETLING,18.641468960557155,-33.918178039275155
DE LEEUW,18.64659579059632,-33.91807791120365
NICK KEARNS,18.64659579059632,-33.91807791120365
ZIMRI,18.64594236438002,-33.918195487998695
DAMMERT,18.645088087518793,-33.91777381473615
CUPIDO,18.64493707728543,-33.91721217372472
PILLAY,18.647257559094758,-33.91795584700326
FRANK LOUW,18.647888694512744,-33.917551961397066
MARTIN PETERSEN,18.647434963678723,-33.915894089138135
NICOLAAS ARENDS,18.64603332719029,-33.91581118443959
KASSELSVLEI,18.645493216386658,-33.914786385384105
SACKSON,18.64181048252947,-33.913779532839186
FOURIE,18.640147836378564,-33.91300612685305
MACKENZIE,18.638224397823862,-33.91292611471929
GOEIE HOOP,18.63841289881677,-33.913636628643864
INSPAN,18.64052675092091,-33.916117535340895
SUKER,18.637904060233552,-33.91600617592734
BLACKENNY,18.634825782705224,-33.91349081520086
LLOYD,18.633657020935328,-33.91181273935085
SAN SOUCI,18.636553130717502,-33.91113840447173
SUID,18.63653460290948,-33.90668926110342
ALMEIDA,18.635876046995293,-33.90884424561554
DE LILLE,18.634362512185405,-33.90630644080786
ADAM TAS,18.636530394294603,-33.90625425659264
BELRAIL,18.634894876090733,-33.905604820058585
RYK TULBAGH,18.63298517240078,-33.90576592955428
REED,18.633465940828444,-33.90373213849971
CHARL MALAN,18.629407645496848,-33.90592755485158
TIENIE MEYER,18.63211141581732,-33.90654991510144
WILSHAMMER,18.628862872894288,-33.904570309889095
BLANCKENBERG,18.628862872894288,-33.904570309889095
KRUSKAL,18.628409711574747,-33.902756851946634
RHOS,18.62527637783656,-33.901185445473814
STANLOU,18.626065049580806,-33.89943660331476
THE WINERY ANNEX,18.626122723783883,-33.90010536299136
DE LANGE,18.628027490674807,-33.89917659037378
NAGENOEG,18.625688286998898,-33.89823161449555
KRONKEL,18.62488775942415,-33.89640610737945
KRIGE,18.624272379636313,-33.89838085528291
1ST,18.622913569955255,-33.90068598478667
AJ WEST,18.62370022468821,-33.901338410197326
BOSTON PLACE,18.620726401401548,-33.89619953583373
10TH,18.62165918778384,-33.89477797207766
FRANS CONRADIE,18.61857276334357,-33.8938601545577
17TH,18.61673638054487,-33.8902978826694
JOOSTE,18.613135850688124,-33.89502421834521
MIKE PIENAAR,18.610539254967993,-33.89384178314666
SEA VIEW,18.610911188095873,-33.896403328214575
SOLWAY,18.61274797845492,-33.90063958409729
KEERWEDER,18.61269691537317,-33.90004891614326
SIDVALE,18.608231164969467,-33.90218496197286
BOOMPIES,18.608230001017382,-33.902250320675435
SETTLER,18.608666653681002,-33.899371295270015
OOSTERSEE,18.608666653681002,-33.899371295270015
DJ WOOD,18.609312047378715,-33.89933502839527
GEORGE STARCK,18.605874244344584,-33.898201663222785
HARLEY,18.605874244344584,-33.898201663222785
INTHLABATI,18.60626244489281,-33.90173693275867
JENKINSON,18.604260075552883,-33.90272671538804
TONER - SOUTH,18.601831851469747,-33.90244392104802
WESSEL - SOUTH,18.60067003393621,-33.902647514868136
WYNNE,18.60067003393621,-33.902647514868136
WILLIAMS,18.60062273053014,-33.9019869853513
JONES,18.60338841517273,-33.90286815721526
MATTHEE,18.602814422512548,-33.904847436613856
TRANSPORT,18.605253536053095,-33.90383879372943
BINDERS,18.60655865404352,-33.90376859318624
DE BEER,18.60788290178861,-33.908918336900086
SPINAAL,18.61017655434653,-33.90733770611574
AWÃ‰VENUE,18.61017655434653,-33.90733770611574
BOULEVARD PARK,18.611600683543692,-33.90420831535177
FLUORESCENT,18.613766566483257,-33.906452611260896
SKELETON GORGE,18.614673045513275,-33.907810312625465
GASTRO INTESTINAL TRACK,18.61172877465165,-33.90711562771342
HIPPOKAMPUS,18.610672230682596,-33.907265812956524
HOSPITAAL,18.61079049430071,-33.909305509814
DENTAL,18.61536348920353,-33.9121425433709
PATHOLOGY,18.61536348920353,-33.9121425433709
ELMWOOD,18.607405891316233,-33.911738626401664
CHARL UYS,18.605748064479844,-33.91269572078147
TYGER,18.606025265485293,-33.91402186546713
JOPIE FOURIE,18.60226962167073,-33.91415404090624
VISAGIE,18.601375853705264,-33.90984406376039
EASTWOOD,18.605474755843602,-33.90996319111198
FAIRYDENE,18.606417504877406,-33.91053192120983
DELL,18.60498070358295,-33.90931024767706
MATIE,18.60472462670675,-33.907981913765575
BRIARDENE,18.60258815516783,-33.908265784892976
JEAN SIMONIS,18.59646429726131,-33.906508163740526
HOFMEYER,18.59196352821558,-33.909801974471726
PAROWDISE PLACE,18.595526912077545,-33.91173564642766
DE LA REY - SERVICE,18.598015633472684,-33.910313211380625
WILLIE VAN DER POEL,18.58870207356497,-33.916126665893906
TIENIE BRITZ,18.58303688099253,-33.914653892533536
PICTON,18.58901989826055,-33.90832944625397
KING EDWARD,18.587109245846005,-33.90661689977774
KLOSSER,18.584463937841345,-33.908323176478596
VAN EYSSEN,18.583072485528533,-33.90638693412941
ANDRIES PRETORIUS,18.583322752162008,-33.90421733285657
OLDHAM,18.584859999832062,-33.90395206224749
MC INTYRE,18.587910324244756,-33.90342814379321
ROBERTSON,18.588696461191557,-33.90329328675601
FAIRFIELD - SOUTH,18.589417154682792,-33.903908735859765
KITCHENER,18.58963314986431,-33.90319273402435
MCCARTHY,18.590480530691288,-33.90306933872894
SCHARMBERG,18.58997008866178,-33.905533343116865
NORDEN,18.591825199677118,-33.90724566161837
WENDTLANDT - SOUTH,18.592205020123068,-33.9040937960409
GLENBOIG - SOUTH,18.594365019055964,-33.90305063717332
FRITZ SPILHAUS,18.593902943484228,-33.904550173574776
ARNOLD WILHELM,18.593962032067154,-33.90476673702909
TIERBERG,18.59658054712777,-33.90335992759113
PROVIDENT - SOUTH,18.598900311804975,-33.902955049384296
LAWLEY,18.594564055963634,-33.900723072995135
LEIBRO,18.59349392674086,-33.90092689998644
REID - WEST,18.59268774873081,-33.8983931710251
SEDDON,18.592629191047934,-33.89906687664407
FAIRFIELD - NORTH,18.591327589434727,-33.897302313844335
RICKETTS,18.590559399252776,-33.89717805566343
PERRY,18.590348529103952,-33.897799415453306
TIMMERMAN,18.589278017481014,-33.89862977420381
BEROLD,18.590590598457332,-33.90141763831001
DAITSH,18.585937855577583,-33.89869522281909
TULBAGH,18.58480143063646,-33.895781686203996
PAUL DE GROOT,18.58525398358533,-33.89600408725354
DU TOIT,18.587609289049155,-33.898628706216634
TOTIUS,18.587583610613102,-33.896237292271636
MC GUINNESS,18.589822235958245,-33.89671581930511
DE MIST,18.585996787131084,-33.89538227088664
HANNES LOUW,18.586243305830624,-33.89204064729742
FITZPATRICK,18.58346132274937,-33.88908324320507
DE GRENDEL,18.584834735639646,-33.88895246122465
HERBERT BAKER,18.585795341226778,-33.889284942478966
CHRISTIAAN BEYERS,18.58610788325421,-33.88919133115843
GUSTAV PRELLER,18.586809414056443,-33.88897731647331
WENNING,18.589165373545054,-33.890037741040814
JAN CILLIERS,18.589165373545054,-33.890037741040814
MINETTE,18.59038566102834,-33.88935438073083
CHARMAINE,18.591266391202804,-33.89036928189013
NICOLE,18.59110177338449,-33.89077217508187
STEYNBERG,18.588400084343935,-33.89139425611403
JAVA - WEST,18.590770660787474,-33.89364472919093
FAULL,18.592004631765928,-33.895158897951426
WENDTLAND - NORTH,18.593040485946556,-33.89430151918947
JAVA - EAST,18.593040485946556,-33.89430151918947
ODETTE,18.59128160558023,-33.89257359473319
BRIDGITTE,18.593885966234332,-33.891414714526604
NITA,18.592777542733028,-33.890169186543176
ANTOINETTE,18.591658175097503,-33.889753028859545
SIMONE,18.591443931418407,-33.88915959201276
CLAIRE,18.594025526768313,-33.88901933526083
TAMSYN,18.59504956503967,-33.89160561379598
RENE,18.596387629380292,-33.88929981114945
PROOT,18.597516173986964,-33.890389856416526
SPES BONA,18.59834268991743,-33.88972992336704
PROVIDENT - NORTH,18.59834033116181,-33.89039480064622
MAURITIUS,18.598333387791282,-33.892360132529134
KOMPANJE,18.597474466470384,-33.893653290938055
PROVIDENT NORTH,18.598338168846272,-33.894630804277114
INFANTE,18.597504786034907,-33.895179290459666
GLENBOIG - NORTH,18.595021070828363,-33.89532436653675
LAERSKOOL DE TYGER,18.5951705802892,-33.895945874262175
POWELL,18.594860244905394,-33.89732750490122
REID - EAST,18.594824282004183,-33.8977308247009
GOEDE HOOP,18.597421141160396,-33.89655021054703
ESPERANCE,18.59854480177999,-33.89767538956178
BRUG,18.59688246872016,-33.89850162988352
AMSTERDAM,18.597068622556638,-33.90060294027659
TONER - NORTH,18.601488239623826,-33.89784496896603
WESSEL - NORTH,18.60035927313386,-33.898041904090725
COLLINGS,18.602528665432978,-33.89631796926836
COUCH,18.6066163911068,-33.896588027868894
GOEDGEDACHT,18.607617334308344,-33.89570462174471
SKEMERZICHT,18.607617334308344,-33.89570462174471
KLEINEWEIDE,18.610453865256332,-33.8916507732236
GROENEWEIDE,18.61036162342985,-33.89096756554616
SONNY,18.61272909982008,-33.88960468973255
KLEINDAL,18.61423211983037,-33.88809932569275
ELAND PLACE,18.613298348662212,-33.88747659078463
UYS KRIGE,18.608846814415934,-33.886574521824
DEODAR,18.60862901966752,-33.886616653340354
JIP DE JAGER,18.610661716945692,-33.88559082979127
MOPANIE,18.607956923142016,-33.88440574376192
ESDORING,18.607837272313557,-33.883174760508645
LOEVENSTEIN PARK,18.608358315615906,-33.8826715550921
LAUREL,18.606076014294413,-33.88469725315037
BLOEKOM,18.60477847937474,-33.88749914080103
KREMETART,18.603595423063393,-33.8870580937555
AGULHAS,18.602713741538544,-33.88867252566581
NIESHOUT,18.602170353503805,-33.88642918453739
MAROELA,18.603012596938516,-33.885625022939166
CAROB,18.602135822740557,-33.88541484083016
NUXIA,18.607325958581974,-33.8820011296023
EYBERS,18.60231162116936,-33.87769596815488
GLAUDINA,18.59837506037107,-33.88888934373285
JACQUELINE,18.596964612282626,-33.887658644816284
MICHELLE,18.596964612282626,-33.887658644816284
MADELEINE,18.594867200942996,-33.886482019172
COLETTE,18.594880696618024,-33.8887494345013
DOMINIQUE,18.592095154680187,-33.887225658697226
CHANTELLE,18.591937469421634,-33.88771872921638
VAN BRUGGEN,18.59142275585871,-33.88648191489077
LEIPOLD,18.58858529040982,-33.88539964181264
OERDER,18.58765848137472,-33.88553177461252
ROY CAMPBELL,18.590867887913333,-33.88698042801875
PLATTEKLOOF,18.5843399881228,-33.88471147090378
A P  BURGER,18.586758901653187,-33.882952612380386
ROY DE VRIES,18.586039316823314,-33.8834235043645
WINDELL,18.588492633425293,-33.883062091473086
PEN KOTZE,18.587711666551698,-33.88076731633869
GRAAFF,18.587711666551698,-33.88076731633869
WITELS,18.587481095370357,-33.87980415075475
SWARTHOUT,18.58761509282582,-33.879024767109826
AMANDELBOOM,18.58493438896578,-33.878844474391215
SONNEDOU,18.585808039403815,-33.87838086698148
AUREA,18.58647843368077,-33.87566272050574
ASTRID,18.586978024473193,-33.876689898184594
FUCHIA,18.58828200178836,-33.876638907034746
ARISTIA,18.587774016806378,-33.87861320485474
JOHN VORSTER,18.589307142151135,-33.88022686170678
JIM FOUCHE,18.590172884591297,-33.879811544927996
LOREA,18.58632696706252,-33.873408360310854
KANDELAAR,18.584424730393472,-33.874166016247415
TAMBOTIE,18.5831878155379,-33.87405816172192
YSTERHOUT,18.58328254085563,-33.87333724954753
BERGROOS,18.583255053681146,-33.870364325300415
MEYBOOM,18.58420107691531,-33.86995957311938
VLEIROOS,18.583444077465018,-33.8695197694321
SERRURIA,18.58525912490784,-33.86683704290912
SILWERBOOM,18.576401999063457,-33.869083311657526
BUCHU,18.581217545301943,-33.87247153217105
PLATTEKLOOF GATE,18.579419229037743,-33.875042191254174
VILLA SENICIO,18.580782575547854,-33.8734372802251
SENECIO,18.57980203205663,-33.87323978503284
ROTHSCHILD,18.578081946923803,-33.87468286405382
KOLLEGE,18.57528723233488,-33.872523360967094
GENL. MANIE MARITZ,18.57190862447974,-33.871312622382064
AKADEMIE,18.572332797118666,-33.871753596024895
MON REPOS,18.56769773106175,-33.87455473711614
VERSAILLES,18.570061416426828,-33.87723455787059
ELVY,18.570294563796164,-33.8775253774188
TOURAIN,18.570294563796164,-33.8775253774188
PANORAMA,18.570080650348974,-33.877699710371644
ALK VAN ZYL,18.570698473056467,-33.87826153986683
BURGANDY,18.57092769188092,-33.87690244783576
CHAMONIX,18.570781603867587,-33.876621957827425
DIJON,18.571106870509688,-33.87565163884394
HEIDELBERG,18.5746434885066,-33.87777711946595
ERICH VON BAYER,18.572544111901802,-33.87840543977514
PIKETBERG,18.573142728975586,-33.87950739372401
NOVA,18.572961644715548,-33.880121886729114
HENNIE WINTERBACH,18.5743189941804,-33.881023794943054
SOLLY FREEDBURG,18.575134612740026,-33.88131510242241
GELMAR,18.575338012362643,-33.88064433701305
BERGSIG,18.577701380409547,-33.87733912040596
HEUWELSIG,18.577866619460274,-33.87743209438648
TAFELSIG,18.57832809220429,-33.87700436108415
SKOONSIG,18.57847655950277,-33.877298951296474
SEDER,18.579492259498018,-33.87804619182659
MAARTBLOM,18.58089252913077,-33.87656567483601
ONSE RUS,18.58138625227744,-33.8752623735064
KAREE,18.582654301692774,-33.87534979636131
GEELBOS,18.582335266802815,-33.87813925287051
FRANSCHOEK,18.579837441140143,-33.87898271685988
LA MOTTE,18.579837441140143,-33.87898271685988
RACHEL BLOCH,18.581413736262817,-33.88174228496743
OLYF,18.578892585881047,-33.88150154764587
VAN NIEROP,18.578214033229674,-33.88241429015717
CJ LANGENHOVEN,18.581003849478382,-33.88685036445955
ANDREW MURRAY,18.582292089478496,-33.88886291560386
MIKRO,18.58136889203523,-33.88868848911542
PIERNEEF,18.580421171064128,-33.888511720198075
PRESIDENT SWART,18.574876671933122,-33.88352298339415
DJ GELDENHUYS,18.573285849008276,-33.88454298492837
LC STEYN,18.572000829374446,-33.88475489741135
MADELIEFIE,18.574592367481706,-33.88855709477056
DANIE THERON,18.5734125855445,-33.88868148494792
EMILY HOBHOUSE,18.572650781947722,-33.88831597606654
HANDEL,18.567274801027686,-33.88637468387507
MENTZ,18.56814199552338,-33.88538152562177
MJ SINCLAIR,18.57043726469208,-33.885522525747994
VAN GOGH,18.56855435774021,-33.88364750866388
GRETA,18.566758174978574,-33.88287264470568
CHARLES STASSEN,18.56871072331842,-33.88200274797847
VERDI,18.57101145454164,-33.88407981067441
EBEN DONGES,18.571817260006547,-33.88222769829041
WALTER LEVY,18.572715515696448,-33.88218348461759
HENNIE WEBBER,18.571086614496814,-33.881416025915634
FRITZ RABE,18.571086614496814,-33.881416025915634
WOLSELEY,18.570875716926405,-33.87906452731453
JAN KEMP,18.569166354484242,-33.88126733377379
MICHIEL LAUBSCHER,18.568022030601195,-33.879886226604924
DIAZ,18.566973118535564,-33.879695476795575
DENLYN,18.566587568339994,-33.87898866601309
GOUDA,18.568167032224558,-33.87925340359736
BOLAND,18.567137708168712,-33.878267114420886
J W THERON,18.56540222684012,-33.87814380602744
SENTRAAL,18.56540222684012,-33.87814380602744
BARENDILLA,18.5645342782352,-33.88023005876016
FICK,18.566349204394758,-33.8810027671883
MUNNIK LAAS,18.56370195711815,-33.88080860717782
SCHUBERT,18.56370195711815,-33.88080860717782
EMILIA,18.561671457148122,-33.879796005937926
OOSTERLAND,18.56203462133613,-33.8805187076799
DE BUIS,18.5620812815875,-33.88080060435603
BLYTHWOOD,18.560961256007936,-33.88174774211283
WAGENAAR,18.55970294502322,-33.881076113977734
CAMOENS,18.55970294502322,-33.881076113977734
ARMENIA,18.560052591975406,-33.88304046269738
DENNIA,18.56110598174192,-33.88263627314042
REIGERSDAAL,18.561946295982587,-33.88335598628916
NOLLOTH,18.560512586667283,-33.883598804127125
MINERVA,18.562921452826117,-33.884704994942204
PICASSO,18.564709663245715,-33.883368032930925
FRANS HALS,18.564661808312128,-33.882574509967256
HAYDN,18.56573444162042,-33.884895248799545
DA VINCI,18.564756831008378,-33.88414803026621
GIEL BASSON,18.563909639329946,-33.88606981882695
BACH,18.56535717134575,-33.88583602597854
BRAHMS,18.566360853435228,-33.88643457752206
SACRAMENTO,18.561060260384377,-33.887384961951426
DE LA FONTAINE,18.561217441600785,-33.887595129254095
ANTIPOLIS,18.560005432689767,-33.88681548473362
ROMELIA,18.561250346765473,-33.885052909632726
LUSITANIA,18.55923548528149,-33.884621995836326
BORGHORST,18.55727811705957,-33.8829629101187
DODDINGTON,18.55752646924362,-33.88523342416073
IMHOFF,18.55652357984684,-33.8852275649312
MONTE VISTA,18.555146018619915,-33.884494607398324
GREYVENSTEIN,18.557732295621566,-33.88688623102538
ZOETENDAL,18.557569751380598,-33.88809370779722
ARNISTON,18.556500426934864,-33.88836483225788
DUINHOOP,18.55396557205648,-33.88859458941377
WINGFIELD,18.55259387606149,-33.887746678957825
PENINSULA,18.55140750667845,-33.887762649886525
MONTAQUE,18.55140750667845,-33.887762649886525
VASCO,18.553475318614087,-33.8904026492798
WESTERWIJK,18.55468197634306,-33.888944272557964
LOUWTJIE ROTHMAN,18.557165068408878,-33.892185232548705
NATHAN MALLACH,18.555497162530926,-33.89248800267719
SOLLY SMIEDT,18.555575705934064,-33.89258069353219
JOE HATTINGH,18.55590640526851,-33.89335255825514
JOE SIMON,18.55779774288351,-33.89307777252418
SYFRED DOUGLAS,18.559053262997832,-33.89325131048681
MANUS GERBER,18.56089295919155,-33.89282063575863
NEELS BOTHMA,18.56286006075247,-33.891569986613476
WILLIE FAASEN,18.563064491057247,-33.89265030246134
